,CEP Estab
41377,56328000
41414,50060293
41432,52110040
41433,54786001
41440,56912010
41458,56903590
41509,52165050
41512,54580472
41522,52050060
41524,51010370
41533,54345120
41543,55020360
41547,51200080
41549,53260555
41552,55010290
41582,55150110
41605,53560050
41646,54430030
41656,51011080
41675,55010095
41679,50070415
41700,53401562
41740,52050150
41752,55002130
41807,54400260
41880,51130250
41892,52111035
41972,50070010
41980,52041055
42009,50870010
42119,53700970
42161,51250340
42164,55031005
42170,55192125
42229,54783250
42244,53120070
42266,55195060
42276,55014300
42284,55190308
42286,55195021
42288,51200130
42302,50865040
42307,56506540
42320,53110270
42332,55192587
42333,55192100
42449,53435590
42487,55038460
42489,54440030
42499,55018080
42504,55036090
42607,50030390
42619,54460110
42639,54345175
42679,53429000
42683,50020705
42700,50780330
42722,56310180
42733,56510180
42735,53010005
42736,50060003
42739,50820010
42744,53140160
42805,56304920
42845,56304010
42854,53427085
42924,53520170
42936,52061160
42954,55293120
42975,53635015
42996,52291000
43008,50070450
43027,50020190
43028,50770110
43042,50050050
43051,50721370
43092,54220349
43103,50020430
43147,56330790
43160,55660990
43168,55014310
43184,51021000
43203,50010290
43237,54280275
43244,55297010
43264,55295410
43308,50630190
43319,50610545
43337,53515120
43346,52061200
43372,56303992
43405,56506530
43433,55192235
43442,55192542
43460,54345000
43476,55192045
43494,54518365
43501,55196180
43508,55194250
43511,50710001
43535,56512000
43580,56304110
43659,56909510
43677,56903655
43771,53010320
43779,50771565
43804,52061512
43811,55020800
43817,50610350
43821,51020250
43828,50020480
43873,55296610
43875,54410011
43988,55480970
43989,55296390
44026,52050090
44035,55645168
44045,55016330
44057,50710020
44138,53050220
44162,55014215
44196,55004141
44240,55194130
44245,55012370
44296,54310760
44332,52020215
44335,50710340
44371,52041230
44406,54355360
44445,50761020
44456,54345165
44503,52061120
44504,50050265
44516,55192230
44536,55195800
44542,55194112
44642,56308429
44643,56322230
44646,50050415
44680,55297350
44682,50910230
44722,54440050
44727,54368220
44728,54325650
44775,52091026
44776,50720270
44778,53130460
44814,51020041
44817,52050140
44824,54410050
44830,51150002
44832,51260060
44850,55014265
44894,52051971
44898,53620670
44902,51320390
44903,51160300
44992,50900080
45025,55192527
45032,51011010
45067,56306445
45095,56912233
45137,53630030
45234,52061022
45253,51150290
45273,55026690
45455,55195587
45469,55195593
45496,55032215
45515,56330270
45551,55014370
45559,53150450
45560,50020460
45618,54100000
45647,54759150
45694,54490460
45729,54762222
45788,55034040
45854,51021907
45863,55010260
45894,55012310
45902,55602011
45931,50640470
45946,54410280
45949,51130500
46002,53429510
46040,55190613
46052,55018040
46053,55192270
46074,55190356
46076,55192539
46083,55196360
46084,55195725
46090,55024130
46091,55030380
46103,55192250
46128,50910460
46136,56330425
46225,50640240
46241,56912510
46290,50020255
46296,50710305
46307,54792350
46309,56302190
46319,53020140
46341,53630095
46343,54517230
46364,53405480
46401,50030440
46430,52041535
46452,55292272
46494,51111021
46525,50100900
46571,50010480
46625,56302380
46648,50730180
46719,51010750
46756,54753660
46758,54350095
46763,54792250
46774,50680240
46785,50050235
46824,55004182
46830,56304100
46838,56331283
46868,52010260
46934,50910170
46936,51170435
47070,52170000
47137,53439310
47165,55020595
47171,51110972
47179,55112200
47216,50750070
47238,53437090
47250,56302360
47253,50670170
47264,55295971
47271,51021300
47283,51020310
47321,50070420
47330,51350010
47348,50030330
47367,51180010
47368,55192400
47412,56840970
47414,53610565
47496,54530410
47497,50720220
47531,53650215
47544,51021470
47548,50610260
47589,51350240
47592,54759550
47730,51200010
47746,55192065
47757,53401500
47777,55190619
47817,55196043
47828,55194586
47843,50070290
47858,51110100
47864,55002500
47869,56304070
47919,56903620
47985,51170135
48011,50050300
48087,52070020
48088,54786013
48103,55155540
48107,55155480
48108,55160000
48131,55602180
48185,54759000
48258,51200050
48384,51030020
48387,56310650
48448,55296300
48456,55012550
48467,50050160
48479,50750265
48482,55030060
48488,51030830
48544,50030030
48553,50731030
48560,51190030
48608,54420200
48611,51170470
48612,53435340
48616,52011160
48630,50030070
48656,50740470
48668,50870490
48669,50740270
48682,50771630
48702,52291250
48715,53060685
48716,56506590
48721,52050010
48755,51020140
48765,55012640
48780,54320385
48810,52061470
48826,50610190
48854,51110180
48856,52210120
48894,53550025
48895,50830220
48908,51230040
48933,52120010
48963,53020520
48970,52280000
48976,55192605
49011,54320250
49022,55195698
49043,55192205
49052,55014070
49055,56511000
49056,55032250
49057,55195024
49092,55818590
49093,55819460
49095,55032520
49114,55038145
49122,55813440
49156,50710395
49193,56306240
49281,56906440
49285,53300900
49304,50710210
49326,55815140
49327,54759570
49331,53060545
49375,52110130
49384,53210250
49385,53210230
49387,50790260
49411,55006195
49431,50070085
49557,50010918
49580,56506970
49587,55153620
49588,55012670
49591,55150370
49594,55296030
49602,55153230
49635,53401610
49653,55158215
49663,53130130
49675,56512970
49677,55294470
49713,56304310
49715,50790010
49726,54720225
49729,50771330
49792,51160330
49844,56306385
49861,55293190
49862,55299437
49867,55026490
49870,50630640
49873,52021220
49892,55036120
49893,55006405
49919,54737110
49924,50040010
49932,53370540
49944,50020380
49971,54410500
49979,55016735
49990,55030240
49992,51150560
50039,51011520
50053,50090290
50089,52041020
50099,50830080
50324,55194342
50350,55031050
50354,55194103
50358,55010333
50411,56321411
50424,50720060
50442,54510490
50478,54315071
50493,53413580
50499,56321630
50523,51150260
50549,56302180
50555,56306510
50578,56304200
50582,56308460
50671,54330570
50675,55152010
50697,55036080
50704,50865030
50723,55292400
50730,55641080
50751,55157005
50781,56300991
50815,55641020
50837,52040080
50867,55038190
50901,55030310
50917,50750390
50923,53419720
50927,50750090
50967,55004080
50977,54120445
50982,53401435
50995,55030000
51009,55016825
51034,50020570
51038,55816410
51069,55645778
51073,52030250
51135,51021360
51174,50731050
51260,55294310
51272,50670010
51276,54330825
51397,56347000
51469,55295400
51488,56328610
51521,56320010
51525,56306400
51572,54250490
51646,50100100
51665,55034560
51674,51011510
51701,55014140
51713,50030210
51822,55038110
51829,52041180
51838,52030090
51905,55038030
51913,55296140
51919,50610050
51922,50800000
51935,54250330
51951,54450010
51960,54753380
51967,55604070
51985,54315200
52068,50680970
52080,56330575
52089,50660320
52127,54340740
52151,51200160
52209,52060582
52260,53130330
52299,56313040
52315,52060321
52366,55036060
52368,52050174
52383,51200100
52419,50760830
52498,50060150
52605,55038275
52608,50750903
52638,52050050
52654,56312445
52702,56310780
52706,54520330
52734,54170005
52763,50750400
52782,50860130
52851,56509460
53000,52051230
53030,56328605
53051,52120300
53073,55040375
53076,55031040
53080,55018590
53092,55036612
53111,56304001
53139,53110640
53179,56304430
53214,50870400
53262,55610900
53271,56328020
53374,56504120
53380,55150200
53385,55158370
53509,56511170
53536,50030901
53537,51170460
53576,52051390
53583,55004330
53584,55811015
53614,55032630
53617,51350060
53621,50720545
53623,56304250
53641,50750290
53692,50010320
53706,52050245
53735,55016540
53753,54762670
53755,55014350
53769,51021520
53773,50711120
53774,52060420
53789,50820590
53809,50950150
53810,51210020
53849,51200090
53851,51111150
53865,51021110
53942,51021480
53943,54330230
53970,50090010
53983,55010250
54079,55190401
54102,56909380
54113,55002110
54126,55014440
54149,56907140
54174,56331080
54211,56310450
54223,56318750
54224,55190733
54225,55195614
54405,52120374
54416,52070015
54435,54315010
54454,56302230
54455,56306680
54469,56308423
54520,54420260
54526,55020265
54527,56304290
54547,52060330
54565,55296500
54568,55294645
54591,56304090
54603,55398972
54611,56320550
54617,52060380
54630,50720180
54639,53625579
54706,56510020
54746,54130020
54759,54490064
54789,51190340
54836,55292401
54837,55292250
54880,50740030
54895,56506460
54920,50020260
54938,55038515
54963,50050450
54998,55004140
55020,52050035
55079,56310390
55114,55194200
55153,52020010
55192,51190710
55274,50060090
55323,52210080
55422,56304441
55424,56302150
55425,50670060
55442,55194369
55462,56903525
55472,52041095
55476,54580225
55653,56903916
55725,50781745
55739,52031330
55797,56312385
55830,56320780
55841,55152590
55843,55020201
55848,55645790
55856,50030460
55903,56912410
55931,55293030
55957,53417110
56049,55641852
56078,51030215
56080,51030180
56109,50781290
56122,53030000
56149,52071500
56231,53429720
56258,55645697
56401,51020370
56409,52011180
56410,50711030
56445,54330293
56466,51200230
56511,52110090
56513,50830170
56550,50640480
56555,50020020
56570,54350000
56653,55014010
56669,55813190
56696,55024900
56699,55195241
56707,55019015
56714,55192280
56716,55020335
56718,55014380
56721,56314522
56724,52061105
56732,52020030
56748,55602410
56773,55004201
56774,55044150
56781,55026260
56785,55018640
56788,55012000
56796,51011140
56802,52040360
56851,55018051
56911,55192620
56920,51160350
56939,55016360
56944,51210050
56961,52081030
56976,53220130
56977,53230310
56985,50910350
57018,56326020
57035,56320520
57068,55038315
57083,56510130
57113,55152030
57152,56328680
57250,56503550
57260,50030320
57285,52090168
57341,50020150
57355,55024715
57371,55644010
57384,50860015
57395,53431090
57401,53150030
57405,50630255
57419,55045045
57453,52010055
57492,55038415
57493,55044012
57527,52291095
57533,50070080
57543,54250310
57544,54280325
57587,55175000
57606,50010903
57621,54735335
57864,53439180
57926,55192350
57945,56304240
57983,50820600
57989,55022230
58080,52050660
58083,54320025
58097,55002505
58099,50761010
58109,52140030
58144,54495356
58205,56318340
58284,56512150
58285,56313015
58299,56509810
58320,54315390
58355,53090050
58360,52060260
58405,56506550
58415,56505150
58474,55038160
58565,56320440
58577,52011070
58605,50770310
58649,54730970
58681,56506905
58686,55640000
58718,55610100
58736,56308120
58769,50740533
58828,55014270
58841,50610220
58939,55038270
58958,55014725
58960,53350005
59002,54450220
59025,52060180
59032,51345410
59033,54330250
59103,56503502
59164,54515190
59198,52090000
59251,53270900
59283,55038360
59305,55875970
59324,56313275
59328,56310010
59337,52051305
59338,53520820
59378,53020120
59452,55150070
59460,56314010
59514,55296120
59589,56328170
59608,55014335
59633,50020700
59654,54440420
59721,51230140
59732,52041610
59780,50630170
59794,51150370
59796,51011220
59816,51150700
59843,54767620
59935,55296294
59938,54335060
59970,55030575
59982,50830010
60008,50980495
60021,52030140
60028,55044050
60092,51020231
60097,52071420
60110,52031000
60120,52041970
60131,55293025
60149,52070100
60150,52021140
60158,55642230
60160,50980695
60200,55298000
60208,50010450
60244,50670160
60249,55640795
60259,55006011
60297,55012680
60350,55034110
60373,55190718
60405,50710010
60409,51021400
60412,50830040
60413,51150310
60429,52040380
60501,54380373
60502,51290050
60517,56330000
60519,53030120
60545,55012590
60570,55644555
60582,55293050
60592,56304580
60593,55018320
60594,55294000
60618,56332720
60633,53437170
60682,53270715
60694,50751070
60711,50610320
60715,50610410
60804,53401150
60812,55036410
60816,53435020
60829,55299675
60832,56306370
60889,53130515
60974,53150470
60997,53350490
61019,50040170
61151,50710260
61172,53300270
61185,54768450
61202,50720110
61235,53416610
61260,52040050
61265,54340080
61272,51160410
61276,55195070
61301,51170250
61310,55192260
61331,52110050
61332,52110010
61358,55038300
61361,55036525
61374,55006380
61399,53630154
61405,50710290
61412,52050230
61418,50751410
61428,56912390
61435,55192569
61467,50050310
61496,56520970
61590,50050220
61594,56314330
61616,55002420
61627,54515400
61635,55155490
61743,54150191
61753,51010660
61756,54310200
61780,51030900
61870,50865000
61888,53150330
61892,55030025
61918,52291420
61929,51170220
61934,56505350
61991,51170590
62022,55157300
62040,53030070
62046,53270320
62109,52011240
62111,52041110
62169,56328370
62190,55038228
62199,51111011
62220,53635170
62240,51330320
62312,55196230
62315,55195112
62411,55194333
62415,55195635
62485,52031020
62491,51030570
62514,50630010
62517,50950900
62528,53433630
62672,53415260
62680,51170240
62704,53110000
62719,52060050
62776,52030190
62800,55294180
62844,50020310
62849,51180040
62864,54310420
62885,52120080
62905,55010640
62937,56321320
62956,54792000
62978,50760340
63002,53401970
63043,55045050
63110,55022440
63321,55194360
63374,56308015
63404,56332710
63406,56302340
63408,55024190
63422,51150360
63440,50010060
63513,56314510
63576,55018740
63581,50100901
63601,51180310
63655,56906030
63657,56912170
63658,56912555
63757,50010938
63776,55012245
63777,55102500
63809,55190371
63810,53441230
63812,53625015
63817,55195548
63889,52060410
63918,50760310
63984,55644669
64021,52060450
64076,55152835
64084,52060340
64143,55020380
64144,55019380
64169,53439220
64216,55293075
64252,52060320
64254,51021150
64268,54410310
64274,54070000
64323,53110200
64326,52030220
64369,50090540
64424,55293280
64466,52050200
64508,55034225
64509,51111190
64550,50920515
64591,50070060
64594,56303991
64606,52060190
64625,51021230
64632,53010450
64754,56905010
64820,55190600
64826,50090310
64840,55020608
64896,56318010
64968,55024005
64973,55038100
65002,50770380
65003,50800220
65078,53637585
65098,55014075
65101,50790380
65168,50930010
65234,56330340
65266,55370970
65335,56506560
65389,55195039
65443,51030140
65474,50710900
65502,56312265
65550,52111070
65554,52070005
65608,55022235
65633,50010460
65646,50020340
65695,55195620
65722,50810020
65823,55192506
65861,56320370
65871,56320185
65923,55030001
65926,56903915
65927,56903350
65969,51030390
65991,52041415
66062,51021430
66081,56318410
66227,55295480
66302,51021070
66317,54510080
66318,56302330
66362,55004091
66511,56506745
66518,53625740
66570,55192355
66619,54759395
66620,52221330
66709,55014555
66739,51150650
66784,55036161
66839,53170780
66863,52071180
66883,52060335
66896,55641245
66962,53605030
66992,50680000
67036,55602110
67055,55130970
67061,56912550
67113,52030210
67114,55018620
67183,50100340
67206,55020245
67266,54350730
67378,51320030
67380,52061490
67538,50790901
67705,51160420
67732,56506200
67753,51340240
67790,55192140
67854,54735420
67955,53637570
67960,55030250
67977,56903230
67985,50711020
68046,55014180
68050,50060315
68077,55002440
68078,52070090
68186,50090400
68200,56308155
68262,52051330
68323,55002390
68343,51160050
68350,55608001
68385,52120322
68433,54090050
68472,55010420
68480,56903290
68578,52031140
68581,50750257
68604,55037280
68620,50070055
68624,54505310
68633,50020040
68654,50781310
68748,50781130
68758,53401615
68795,55004072
68901,50780100
68952,50751200
68961,54762350
68985,56506640
68986,54325192
68992,53080590
68996,50780270
69017,52060080
69033,53645335
69036,56304220
69047,50090710
69060,52070080
69132,52020040
69180,55038700
69186,56512290
69196,55030201
69202,55014360
69234,50750210
69238,51020050
69244,52221031
69258,55297130
69424,55200970
69458,50020280
69535,53160800
69542,52041090
69550,51170110
69593,50781680
69691,52060035
69752,54325612
69784,55019175
69819,55153130
69844,52030195
69861,51260130
69887,55294430
69894,51021120
69910,55295526
69911,55014543
69948,53010030
69952,56906525
69957,54315240
70057,53300120
70083,55030440
70086,53320610
70101,55641590
70174,50720158
70175,50630810
70180,54440390
70277,50741430
70284,50800290
70330,51021380
70331,50670500
70415,55608240
70440,50010140
70494,56306080
70495,56302450
70521,53230320
70560,55014600
70641,54756770
70642,50610230
70646,50770540
70656,52061390
70664,52130470
70689,53610030
70696,56912290
70769,56903410
70844,52061100
70863,53427450
70928,56313295
70960,50670421
70979,55018480
71032,50020070
71088,54767745
71117,50710025
71118,50630790
71123,54345130
71144,55614027
71161,54720255
71182,54280618
71193,55152140
71208,54515490
71210,54518290
71223,55153500
71244,51190734
71252,54280480
71255,53240540
71257,51210080
71314,52050217
71370,55191597
71417,55192563
71474,52020170
71493,54120050
71501,50740010
71504,51111030
71575,51130280
71576,50820550
71598,54000000
71624,51130390
71625,52080010
71668,54360160
71678,53090390
71682,54510280
71697,50910220
71776,53417285
71802,52060105
71821,54315160
71827,50710901
71850,52061050
71852,51240490
71888,55031070
71927,56320450
72046,55030210
72047,55014080
72083,56903320
72084,56912060
72203,56306280
72231,54735800
72254,55150500
72273,51170190
72311,54735280
72330,50020595
72353,50630020
72366,50800075
72370,52020180
72447,56316140
72448,50771390
72456,53010210
72494,51030510
72500,50720225
72532,54735782
72536,50020265
72540,55034195
72564,55192320
72599,55295240
72640,50020390
72672,50640330
72717,53040150
72728,52060010
72729,55036750
72738,53370320
72758,52020210
72764,50050120
72768,54518230
72772,52050251
72789,50060000
72804,55155820
72806,50750570
72845,56316680
72864,50020095
72890,53409260
72891,50711095
72993,55612020
73002,55608431
73046,55602170
73158,54735110
73185,55036280
73186,55026220
73187,53150005
73238,55010320
73239,55024191
73240,55034320
73241,55010350
73254,55150010
73409,54410420
73411,54490670
73480,52070400
73503,50610130
73528,55032451
73605,55012340
73669,55291625
73677,55032470
73694,50020068
73790,51030440
73811,53401240
73829,55194040
73943,55602200
73973,56306090
73986,52041495
74033,56903170
74057,51020200
74086,55012610
74127,53370460
74143,53230290
74145,51230360
74187,54735300
74229,55002400
74240,50771660
74246,52120030
74344,51260250
74378,56506150
74411,52041010
74417,55032210
74451,55195854
74503,53060280
74517,53439300
74521,50920090
74555,51020040
74625,53420000
74641,50670350
74645,55040010
74697,55012250
74704,55612015
74788,50070130
74827,56903260
74870,50640785
74978,50640310
75030,54410130
75036,56509200
75038,56506410
75082,55297640
75107,56506610
75149,51030590
75150,56503506
75193,55036170
75227,54450170
75251,56506760
75281,53530466
75299,55641390
75320,53441010
75332,54400120
75390,50800340
75430,55036040
75460,50710110
75461,52221000
75462,52111175
75470,55038085
75540,53443160
75596,55012025
75604,56700970
75624,51030840
75649,56308910
75673,51030030
75714,53431175
75723,51021909
75725,56306060
75726,56308010
75748,56302971
75770,52280220
75780,51111130
75872,50800270
75889,55002250
75911,50790205
75931,54589000
75941,53610901
75960,54762712
75975,56330260
76031,54768430
76034,56505025
76141,53570130
76238,54335970
76281,50721800
76381,51340195
76433,52011260
76454,51150410
76493,52050410
76512,53050090
76554,54420080
76562,53280150
76571,51030620
76592,56318170
76646,54440072
76652,50711290
76693,53421160
76708,55034450
76716,53401235
76763,53350846
76821,50650230
76871,50010430
76891,50920620
76893,55030171
76902,50110110
76959,51340724
76969,55192365
76980,55006140
76987,54430050
77039,55034630
77095,56303990
77108,52130070
77116,53330080
77134,56909280
77150,50721325
77167,54280000
77272,54580355
77295,55294267
77310,55292045
77358,55295460
77375,55813620
77384,55645625
77403,50030040
77424,55026000
77425,55036440
77438,55006445
77527,55815070
77528,55813451
77587,53060270
77628,53435490
77633,53439170
77643,50730040
77698,50710200
77731,53421210
77751,55006230
77808,50020180
77819,51110120
78000,55813390
78031,56321440
78052,50100230
78055,56302260
78153,50721220
78170,55155370
78186,53220050
78228,55002381
78256,56505065
78316,51010220
78388,54505990
78396,50711240
78415,53560095
78431,55004120
78500,53401310
78640,50630600
78684,50070220
78707,55008560
78730,52171460
78732,51130030
78752,55192055
78788,55819260
78798,55819360
78810,50610310
78840,56320810
78852,56302902
78891,50710240
78933,52040070
78941,50781600
79005,55150600
79027,54270070
79085,50771535
79106,54440490
79119,55644000
79131,50040200
79141,50721320
79227,50020330
79263,55295540
79286,55293121
79360,54768010
79378,54290018
79419,55036383
79425,55010293
79466,51020010
79476,50610070
79490,55296558
79522,55002020
79554,50791005
79582,55602281
79599,55034562
79621,50670460
79760,51220060
79793,53270735
79822,52021190
80038,55608200
80069,53401360
80092,56313540
80100,56512050
80181,50950030
80212,51350180
80213,50900360
80238,51130040
80246,51350530
80257,50760580
80265,50710480
80275,54720155
80276,53030150
80277,51030210
80299,53030100
80357,55002450
80361,55010630
80391,55296620
80443,53401645
80482,54460015
80511,55031240
80516,55813810
80520,52040040
80523,54410095
80531,50850180
80534,56903520
80653,52041575
80758,53625055
80776,53130420
80815,56903411
80884,54753140
80934,55044090
80938,50710050
81037,53560550
81120,55298290
81127,55190353
81149,50741170
81162,56509490
81236,56328360
81275,53370440
81304,52041539
81310,50940270
81315,50711450
81392,54792310
81393,54740000
81395,50741120
81405,50920135
81415,50070520
81560,53441000
81563,53110530
81675,56313343
81688,50720590
81699,50770011
81704,56308025
81713,50020560
81834,53300190
81846,55016001
81865,50860110
81866,53560540
81905,55004240
81906,55157020
81940,54110005
81942,54440380
81953,53300050
81988,53130510
81993,50050901
82004,55602068
82018,55024525
82037,51110150
82048,56502005
82072,55295325
82079,50060100
82155,55018310
82179,50781760
82220,52111310
82266,54753000
82337,56314440
82354,50710215
82380,55194309
82403,56318020
82405,50740000
82449,50780000
82484,56915000
82524,50761390
82525,53435260
82542,55018571
82601,55012480
82604,55293455
82663,54120250
82670,55152005
82693,50910120
82726,55645250
82748,56302335
82759,56308424
82770,53080490
82786,51020360
82814,50110575
82833,52060430
82960,55016510
83044,52291110
83061,53411902
83191,55024000
83254,50980670
83256,53530120
83261,53250180
83303,54520992
83328,54290280
83369,55012650
83376,54440480
83495,52131532
83579,55038410
83588,53370351
83691,56343000
83796,55303000
83857,52050042
83880,51160120
83962,55002140
84019,55034180
84064,55292748
84115,51170270
84137,53140060
84145,55034155
84192,51020001
84234,51130320
84237,54330645
84294,55642150
84336,55004260
84421,55030400
84475,55296270
84486,52020200
84503,50080180
84568,53441360
84703,51160000
84761,53530468
84805,56903911
84837,50740110
84839,54120046
84951,53110650
84965,50711250
84992,56302250
85017,52041550
85085,55032200
85183,51170320
85210,51190250
85259,50070285
85285,55038130
85294,55040000
85300,55018575
85314,53110720
85316,55295120
85336,50870070
85382,54400430
85388,55297050
85394,53230130
85436,52031030
85463,54762330
85542,51130310
85591,51030310
85609,56503820
85632,53405900
85635,51011141
85641,50865020
85700,55010480
85741,55819317
85756,56506675
85760,54505330
85770,56504115
85860,54450135
85919,56306050
85921,52060235
85936,54330755
85976,50761340
85977,50771030
86002,53610600
86024,53560180
86031,55111800
86071,54730060
86109,50050510
86144,55292640
86161,53130710
86173,55014565
86285,53350220
86288,53370255
86313,51030320
86331,56328637
86381,54330315
86406,56312241
86622,55012140
86644,56306120
86744,50010020
86903,51260410
86905,53570110
86941,55014060
86983,51020906
87041,55641670
87069,55008490
87130,50730000
87145,51170080
87146,53190000
87162,50740120
87163,55293090
87180,56505400
87213,53404400
87234,56506520
87261,53413250
87262,53409190
87285,55195542
87310,54380400
87373,54759422
87430,52061165
87434,54762690
87437,50731005
87470,51160390
87471,55002903
87474,55008360
87477,51240110
87504,55006340
87581,53416030
87593,55297360
87603,51011180
87619,53413525
87628,55026450
87669,50020580
87695,50020455
87763,50730130
87767,52040320
87808,54440120
87814,53130520
87897,54515531
87920,51160360
87926,55297400
88033,55018630
88049,50740570
88107,50090520
88144,51170480
88149,52030172
88308,55158810
88314,51011270
88340,54280460
88342,56903340
88377,54430035
88385,55027360
88393,55292600
88404,50020630
88431,52051395
88526,56308050
88537,50950060
88544,52011150
88550,55160990
88559,52051340
88593,53525300
88616,53020230
88622,50030120
88638,55014100
88641,50010913
88647,50980460
88665,53025080
88668,50730121
88705,54320111
88711,53401273
88748,50980410
88809,54768130
88817,54518085
88860,50760540
88888,52091000
88916,55032230
88982,55034060
88993,55036765
89007,56326825
89015,56306710
89106,50030130
89206,54340440
89213,55825970
89255,54786480
89256,54786470
89273,56302170
89285,55293510
89447,53401914
89470,50740320
89473,53510420
89531,53419130
89532,53442030
89550,53140030
89603,52050202
89687,56318350
89711,50731531
89880,55012190
89991,50930000
89996,52020035
90010,54365150
90013,52171200
90025,54420030
90073,55008201
90108,53401105
90171,53250005
90181,55195018
90198,50800370
90208,50870235
90264,53610270
90276,54430190
90324,53421030
90358,56318200
90388,55012100
90431,55296000
90455,52291070
90516,54400230
90553,53260100
90570,51270580
90604,54725020
90651,55292323
90730,56308100
90761,53150000
90808,56512010
90812,53520240
90893,54360040
90953,51030660
90967,53435200
90973,50040100
90989,50740200
91004,50640000
91045,52041375
91147,55002380
91246,54762320
91258,54705290
91262,55014210
91315,54100550
91327,50720090
91380,55018767
91394,55294211
91481,55015140
91550,50721040
91558,54410220
91644,56328190
91648,52060145
91722,54792100
91766,54230240
91778,54460220
91842,53409240
91844,53413215
91846,55295525
91864,50010010
91870,55291455
91981,55291697
92012,52071330
92085,50741040
92270,51150190
92275,50711210
92276,52050040
92278,53413610
92294,54510005
92337,51030090
92390,53640618
92416,51150680
92423,51150570
92425,51110340
92491,54450015
92559,54705280
92641,53230710
92752,54345590
92764,54330090
92870,52060370
92892,55610495
92919,51180180
93021,50781110
93028,54759562
93031,53370760
93088,54517510
93089,54400320
93090,54589005
93126,52110005
93166,53630437
93172,55002180
93224,55296400
93294,56517090
93298,52121010
93336,53070200
93348,50640530
93448,51011020
93468,52050205
93508,52050082
93510,50740310
93511,51170620
93563,50720710
93585,54767775
93645,53401350
93723,55014415
93799,54365615
93829,55640154
93848,50740180
93849,50020275
93853,52111220
93876,54768755
93961,50980000
93970,55295515
93975,55294792
93983,55296230
94020,52071440
94114,54759235
94151,51130515
94179,53370550
94222,54515250
94255,54768220
94281,50640520
94289,50720625
94323,55194381
94477,52070710
94484,53220490
94492,53230110
94525,50100250
94575,55012470
94606,50721260
94624,53405807
94653,53350230
94703,50760420
94708,54495780
94827,53110741
94862,53550520
94926,53427000
94960,51030380
94967,54440500
95013,53120220
95016,53427220
95024,54518250
95058,51250010
95098,50820120
95137,50870660
95138,53530300
95192,54355000
95230,53160421
95244,52060490
95264,50980785
95296,55814270
95320,53030625
95345,52021020
95349,52111000
95367,55036130
95381,53230191
95426,56302120
95484,54230111
95569,52021160
95656,54800970
95693,55294282
95832,50630590
95857,52060581
95866,51111050
95928,51011040
95942,55014630
95965,53403575
95994,51270000
96019,55291737
96027,55036050
96092,56848000
96152,51200200
96229,55032000
96303,56320710
96394,53409580
96398,55016250
96414,52051200
96433,51240010
96441,53030280
96463,52061460
96468,50730250
96482,52050120
96529,55006280
96542,50020410
96569,55010280
96614,53415130
96644,50690090
96648,54510480
96684,54120040
96704,55152810
96710,55151775
96714,55038180
96757,53403100
96762,55292625
96833,53240590
96895,51160035
96929,51021050
97007,51011150
97026,50060010
97106,55016590
97140,50030050
97155,54753730
97159,53439140
97161,56313000
97174,51011210
97179,52030170
97180,53320510
97232,55016440
97251,55034335
97306,50050020
97355,55004010
97381,55002340
97393,50670190
97456,52071405
97472,52120190
97585,51150690
97599,50870260
97616,54753440
97631,52070040
97647,55295020
97671,55295010
97725,55293906
97818,55292661
97842,56503146
97844,50770610
97870,54735430
97892,53640615
97958,56306425
97983,54510430
98113,53439240
98151,55032320
98195,52490300
98213,51350550
98241,51030820
98263,52020080
98273,56308070
98364,53200080
98367,51030500
98393,55026370
98425,53270035
98432,55293400
98451,55298300
98455,55296278
98456,54756032
98467,50760565
98479,52050100
98538,56332385
98539,52171025
98561,50710265
98576,55295585
98598,54720180
98685,53090180
98753,54765135
98755,53620125
98759,52040220
98761,52060480
98798,54767160
98817,50710510
98827,52051310
98887,53630675
98946,50731110
98962,51021440
98964,52050280
98989,53413280
99015,50750040
99017,52070648
99048,51011065
99090,55192515
99170,52020110
99272,51110320
99300,53300380
99330,54495200
99341,53080140
99371,56304195
99393,55293270
99438,55295490
99506,55818565
99508,55036200
99522,50781280
99622,52070310
99640,50980705
99656,52221040
99685,54715410
99699,53080200
99722,54735790
99757,50010230
99880,55018753
99885,55034170
99913,55606300
99945,55608375
99973,55158820
100172,53625575
100186,53439010
100213,54505410
100217,53540250
100219,52060141
100256,54110035
100264,50750500
100269,55042020
100284,53370210
100326,51030430
100337,56512070
100366,52071475
100430,54280420
100436,53320110
100496,55818899
100506,50720360
100511,54789000
100528,51011070
100546,50070245
100570,54100260
100619,50930070
100639,50020490
100668,53030190
100670,53429220
100699,54400400
100743,50940330
100776,54080050
100811,51021540
100813,53370800
100927,53250250
100930,52050380
101030,55293260
101088,55815090
101197,54515535
101202,55816740
101305,55014040
101366,53441040
101422,51010610
101543,51170530
101557,50100030
101578,55640015
101584,55038220
101595,55024570
101603,50710330
101620,56330655
101646,51350300
101661,52030252
101667,55158430
101726,52041000
101736,52090300
101739,54420100
101768,55291843
101794,55297290
101835,55195524
101842,50740400
101864,51030330
101882,51350290
101979,50630050
101980,51170400
102053,52041015
102208,50780290
102294,52171011
102315,55195608
102357,56328570
102380,54765335
102381,52021040
102395,55150040
102407,50751655
102564,54430315
102635,50740330
102639,52060271
102640,52011220
102656,52041070
102814,53020560
102871,54320001
102899,55298100
102926,54368190
