,CEP Estab
200853,56509230
200912,50740610
201039,53439150
201140,54515110
201426,53130500
201484,55818555
201618,50770130
201652,54325730
201831,53130290
201872,55643495
201901,54759050
201928,53431345
202003,54765970
202200,56306300
202243,50710170
202249,53990970
202321,52041335
202454,54430230
202494,54330600
202550,54430680
202611,55660975
202675,52010180
202680,55024320
202891,55155560
203158,51300090
203310,51335000
203326,53437810
203411,52091040
203443,50731270
203532,52051240
203539,52120012
203560,50670390
203642,52131190
203667,52130190
203675,55150140
203680,54580812
203710,52041220
203743,52071210
203789,54320320
203791,54753037
203840,54510500
204011,54505230
204018,54170010
204035,50950906
204061,50781750
204242,54240570
204278,55038350
204326,51350320
204398,54789460
204433,55498970
204472,51030715
204569,54505900
204617,50930180
204634,53425540
204660,55296680
204724,54705211
204733,55004903
204809,56314700
204882,55190335
204886,52170145
205002,54430060
205085,51240020
205104,54510290
205109,55024770
205202,53422470
205216,50070315
205217,50070355
205258,55819090
205291,52120150
205356,55020850
205415,55012003
205472,55195515
205636,55018795
205670,54786390
205682,50920160
205691,53444380
205695,54400290
205770,55004302
205849,56321290
205887,50040050
205891,55018760
205914,51190000
206017,52190266
206102,56308080
206238,54520030
206281,50860010
206313,54765025
206328,52040200
206468,50630180
206470,50050410
206481,54400010
206514,53040070
206516,50960450
206595,55010310
206873,53230390
206981,54520625
206985,50810040
207004,50080705
207109,52130220
207182,54774050
207186,54110081
207207,55900970
207214,51021270
207219,53110260
207278,55026060
207366,54240160
207400,53130020
207483,53530160
207511,54777460
207525,55030285
207631,56909340
207644,55192415
207666,52091035
207669,55010315
207676,53605095
207685,53160720
207736,52211600
207741,55034160
207780,50060060
207818,55644258
207858,54080002
207923,50850070
208104,56509590
208153,54400140
208184,55012520
208226,50110020
208263,54518260
208527,52060160
208533,53605000
208553,55018150
208610,52221160
208620,53530474
208636,52111410
208713,50865080
208726,53404440
208734,50670902
208961,56505240
209073,51300271
209101,52060130
209121,55644178
209263,54340444
209328,50060250
209382,50710370
209452,56309460
209462,56318430
209547,52051350
209571,54310260
209581,55814410
209650,55014085
209745,54110150
209855,53060360
209856,54270030
209912,50620650
209957,54270040
210025,53030005
210172,50910070
210253,54330050
210261,55190365
210324,55643516
210374,55292490
210514,50910340
210645,54510450
210676,51220210
210760,54330200
210764,51010140
210866,55194190
211152,53220150
211226,55190010
211264,54100170
211273,50070405
211284,55817230
211360,53423280
211397,55036390
211438,56312540
211440,56308340
211441,56316000
211450,56321450
211455,56318440
211458,56316470
211655,54090260
211689,52061045
211725,56509155
211785,55038000
211888,55038330
211926,54330010
211943,53050150
211965,54515650
212123,54737140
212169,53545670
212231,50010923
212329,55150090
212451,54495570
212486,53401450
212653,56330130
212741,55813320
212769,50870020
212887,53370470
213190,50760490
213210,51020060
213251,54518535
213325,51170520
213350,54345135
213389,54400460
213576,51170500
213628,55614405
213652,55158460
213695,55038290
213722,55012005
213795,55190374
213801,55602065
213806,51010110
213811,55612400
213858,54340000
213913,53637575
213984,56320745
214060,55030150
214136,56922000
214335,52090510
214435,50920410
214448,55153340
214471,53402260
214495,56509842
214522,53433090
214553,51150390
214715,55296600
214725,53417430
214775,54330775
214780,56318420
214816,50731280
214864,54365180
214886,55299487
215018,56309550
215060,51011260
215066,54735460
215121,54368230
215136,52120321
215199,53110690
215231,55641060
215317,55014730
215413,53370160
215448,54280755
215515,54515020
215524,55038570
215569,55018610
215691,54774605
215747,52021070
215765,53635025
215938,51030765
216001,55816450
216009,55294525
216027,56326017
216048,55154580
216071,55036275
216102,56310661
216148,52280208
216180,53570730
216189,55016370
216211,50790440
216225,55018400
216244,55027110
216489,52061480
216542,54330674
216581,50790330
216583,55602040
216612,54320141
216626,55602225
216639,55018605
216665,53620545
216710,50050380
216880,53620600
216942,54530025
216953,54330213
216960,56909195
217021,50870650
217087,93040035
217159,54310058
217161,53670000
217192,50720595
217221,54517714
217279,52050387
217424,54330205
217645,50910180
217678,53441600
217713,55644545
217899,55565970
217953,56328050
218102,56970000
218149,50711380
218174,55819070
218180,51170210
218676,55014706
218682,56306310
218701,51130525
218724,50610180
218808,54720105
218951,54710840
218975,55031220
218983,53110740
218991,54315185
219074,53240040
219080,53170010
219109,50020620
219129,51111110
219131,51020230
219166,54430000
219193,52051100
219304,54520535
219307,52280440
219337,50721610
219347,54210021
219405,53431832
219469,54350230
219495,51030130
219595,53320300
219883,54310410
219914,54753180
219943,54771540
219970,53020311
220082,53300310
220117,54759645
220164,55044110
220202,50791557
220386,53416010
220533,53290190
220580,54520120
220621,55014705
220639,52110460
220812,54330422
220886,54768150
220906,53435180
221018,54515010
221044,52041100
221061,54280360
221149,54518190
221251,55641010
221262,53900970
221270,55604570
221311,51180260
221324,52070480
221364,55195196
221400,51210060
221413,50780010
221490,54515430
221526,54520000
221606,55818350
221620,55195006
221668,54774000
221677,55010261
221684,56314410
221762,55008140
221794,50711300
221871,50740550
221943,55818585
222012,54786251
222031,51010040
222118,53630475
222209,54250491
222308,55014700
222327,55819265
222410,54730810
222421,55018160
222506,55602650
222552,55295590
222553,55298270
222558,55154065
222569,56328090
222638,51300000
222647,55152430
222756,56312301
222839,55022050
222856,50820500
222964,51345710
222966,54735120
222970,53530222
223027,55014315
223114,54735490
223163,54470070
223230,53625577
223231,54410520
223316,55817720
223337,54330480
223399,55158125
223403,55293340
223407,53439070
223446,56328480
223533,55158350
223559,55610050
223615,54495376
223665,55010235
223797,55038470
223821,50670560
223823,53409130
223846,55610460
224107,52060580
224150,50865210
224175,53416680
224199,53650320
224219,53300070
224234,53625557
224288,52121155
224302,52140000
224315,53545740
224408,53540010
224428,55032670
224514,53615010
224580,53415200
224620,56302460
224657,55036740
224667,50980570
224673,53407080
224740,53427240
224776,54520155
224802,50770080
224823,53416220
224879,55296010
224880,55292750
224887,51346150
224946,50740410
224994,53409100
225020,55030010
225101,55038235
225163,53180150
225279,56912223
225303,53240220
225342,54315090
225369,53417145
225469,50010914
225502,53140140
225548,55016340
225569,56320050
225582,51340250
225584,50781510
225656,55900971
225726,55813420
225793,56306390
225804,56354500
225874,55014340
225880,54110050
225903,53401775
225927,52280224
225957,50865070
226078,55818511
226116,54325450
226195,54410435
226427,55002010
226431,56312802
226433,50721290
226467,55602035
226501,54410359
226566,53401190
226582,53610435
226587,54530210
226610,51270300
226640,54580295
226766,50070590
226767,53330740
226777,54737050
226794,54753221
226814,50721670
226815,53060475
226842,50760200
226843,54410362
226936,53070020
226997,51320460
227190,51030280
227249,56915899
227260,50070510
227337,53401237
227350,53230060
227362,54325018
227436,55192657
227538,56308436
227543,54765280
227578,52030180
227595,53230150
227650,55036452
227683,51190070
227797,55006370
227845,53220191
228119,52130315
228172,55099899
228234,53530440
228294,55012530
228399,51030370
228480,54290031
228485,50720740
228541,54430080
228589,50771350
228679,52070030
228695,52291140
228721,55038140
228774,51010010
228799,54310301
228969,50800400
229089,50680150
229152,54365460
229198,53560110
229223,50770830
229254,54753720
229380,54368270
229528,55250970
229684,55192654
229772,50721321
229801,55012011
229816,55034561
229835,56312050
229855,56909620
229870,55641775
229970,55036485
230036,53080230
230215,55602005
230336,53637150
230409,55819330
230450,55642010
230476,54315000
230620,50670400
230623,53120241
230642,52171260
230821,55004480
230823,50660030
230873,51150210
230877,55295903
230946,52071382
230979,51011685
231047,55016070
231072,56505330
231084,50910160
231120,50770300
231274,50730670
231301,55192512
231310,50730230
231341,53010140
231542,53640306
231614,55195755
231615,55193539
231663,54768705
231818,54220030
231956,54430332
231957,53441330
231998,56505280
232105,51220120
232178,50761170
232191,53402730
232252,55614000
232287,55037130
232291,51335290
232308,54730190
232328,50760185
232331,52050970
232336,54580205
232508,53260040
232522,52041450
232592,53130360
232630,56503074
232651,54310355
232682,50680190
232686,53605805
232691,54330550
232844,54450151
232848,55012411
233034,54723080
233040,51150320
233065,52120350
233083,52060970
233084,55642538
233116,50731380
233126,55602050
233138,52130151
233296,55819540
233391,51340233
233440,55602060
233754,50710280
233768,55195057
234023,53413070
234077,54360010
234108,51170050
234138,52051300
234176,55299485
234213,51350420
234223,55296512
234235,55036605
234272,55192521
234398,53130110
234482,50791473
234628,55002100
234658,54786160
234765,54230022
234922,52031212
234937,54335100
235006,55016220
235059,50731025
235207,54580202
235211,53435640
235282,53270390
235305,55032422
235324,53421261
235388,56308130
235392,56316260
235508,53250340
235576,51170330
235604,50751340
235675,50721787
235770,54250500
235849,55295220
235881,52061260
235947,53630160
236014,55030450
236049,53610550
236140,56332026
236290,50640020
236385,53401675
236437,50780970
236455,50870170
236530,51270702
236536,54400300
236612,51030190
236618,53407260
236647,52031300
236693,54520540
236773,53250480
236784,55292485
236786,53260200
236840,52110140
236880,55295470
237072,55019125
237098,55004040
237130,54100520
237148,55195650
237168,52071255
237300,52071035
237414,50771650
237462,53620048
237463,53615150
237551,53625834
237640,53090620
237729,50800090
237856,52490000
237882,50731420
238016,55038385
238106,51350170
238118,53040055
238140,51340000
238181,55813520
238212,53417700
238276,55032618
238463,54410475
238480,51300410
238545,55608693
238589,55012750
238625,53170000
238781,55031190
238802,53020091
238920,52041385
238946,54510045
238959,54340315
238975,55295620
238980,53413020
238997,52291042
239050,56309190
239093,52120125
239105,53130210
239155,50820510
239185,52010903
239195,54410350
239199,53010032
239278,54520480
239406,55024603
239418,50910370
239458,55042040
239472,54250580
239507,54330212
239510,54759436
239729,55155430
239815,54580285
239842,50721790
239993,50850230
240052,54783015
240073,55191591
240135,55292455
240200,53350630
240204,53250760
240223,54765035
240358,54490114
240360,55645108
240382,55641818
240424,53110020
240438,56516160
240455,55036400
240484,55612291
240541,53442000
240599,51010120
240724,52221290
240786,53250360
240872,54520050
240926,55612410
240989,53620200
241024,53421321
241036,55014257
241037,55111000
241085,56302270
241181,50800060
241190,51030270
241300,50920480
241327,50720390
241374,53080360
241583,52050176
241597,55018380
241657,50790200
241658,51030690
241762,53620280
241764,54410315
241779,51010620
241807,51330230
241825,55038340
241860,54110070
241921,51350540
242104,50750100
242205,54140180
242209,55819370
242258,55020270
242394,55595000
242491,54460080
242564,53439640
242867,55602015
242972,54720246
242986,50721520
243040,50090550
243041,50761570
243086,54280230
243216,53605810
243220,55010660
243350,55608020
243378,54783270
243535,55644175
243657,52090197
243670,55645901
243760,50761410
243915,53625105
244006,50980530
244028,51010050
244053,50050550
244078,53409025
244174,55299899
244225,50620170
244680,54090040
244732,52030010
244807,50610300
244908,50900340
244924,54420001
244943,55641610
244956,52041280
244960,53415520
245017,55813410
245094,50750060
245101,54330375
245136,54786150
245201,53401601
245274,50750120
245321,53550540
245364,54330310
245425,56306010
245472,50060650
245551,50721230
245563,53421430
245626,55015040
245639,52081280
245702,56310290
245749,54315241
245777,50730620
245778,50090690
245846,54410540
245860,55813595
245932,53530280
246066,53110320
246072,53640270
246073,55642132
246153,52080530
246162,54460555
246168,55016120
246294,55036510
246403,55192448
246420,50720382
246422,50100290
246471,54345005
246474,53610530
246487,50900055
246695,54756784
246697,52011170
246738,51320160
246852,51150170
246925,54360068
247001,55036685
247100,50870000
247125,53240440
247180,55194118
247362,56306660
247473,54430340
247496,52060495
247511,55016650
247550,54495150
247575,51180340
247597,50761360
247897,50070105
247959,50791520
248133,55195054
248158,53620615
248181,55641490
248203,54420050
248591,51290000
248710,53441100
248810,55819740
248961,55021455
249048,56330720
249130,54290000
249157,55036055
249278,54430131
249293,52390090
249367,52041380
249577,53413050
249578,54735785
249580,51240530
249692,53415210
249735,54580803
249777,53417270
249804,52011020
249972,50750001
250054,54345110
250269,55612440
250526,54505175
250543,55819060
250635,54759170
250676,55610500
250681,54410215
250704,53416000
250761,52060270
250851,54517420
250891,55157250
250915,55020377
250982,53060220
251020,50751010
251177,54420180
251183,55816420
251222,56330020
251426,53300020
251452,54330027
251597,53500990
251916,55192599
252147,52060470
252238,54505570
252250,53110170
252274,54350110
252278,53220120
252365,55195644
252366,53350360
